Time (UNIX),Acc_x (1/64g),Acc_y (1/64g),Acc_z (1/64g),Left_Speed,Right_Speed,Comments
1639348756,-10,-48,11,-35,-38,
,,,,,,
1639348756,-16,-64,-10,-44,-50,
,,,,,,
1639348756,-14,-57,11,-40,-45,
,,,,,,
1639348756,-13,-65,13,-46,-51,
,,,,,,
1639348756,-7,-57,-1,-42,-45,
,,,,,,
1639348756,-12,-70,5,-50,-55,
,,,,,,
1639348756,-11,-77,5,-55,-60,
,,,,,,
1639348757,-16,-57,9,-40,-45,
,,,,,,
1639348757,-19,-56,0,-37,-44,
,,,,,,
1639348757,-18,-63,-13,-42,-49,
,,,,,,
1639348757,-18,-60,-13,-40,-47,
,,,,,,
1639348757,-17,-60,-10,-41,-47,
,,,,,,
1639348757,-13,-64,10,-45,-50,
,,,,,,
1639348757,-10,-58,21,-42,-45,
,,,,,,
1639348758,-9,-65,9,-47,-51,
,,,,,,
1639348758,-11,-57,20,-41,-45,
,,,,,,
1639348758,-9,-59,22,-43,-46,
,,,,,,
1639348758,-7,-56,23,-42,-44,
,,,,,,
1639348758,0,-61,21,-48,-48,
,,,,,,
1639348758,1,-63,19,-49,-49,
,,,,,,
1639348758,-1,-63,24,-49,-49,
,,,,,,
1639348759,-2,-59,17,-45,-46,
,,,,,,
1639348759,1,-65,16,-51,-51,
,,,,,,
1639348759,-3,-66,13,-51,-52,
,,,,,,
1639348759,-16,-55,3,-38,-43,
,,,,,,
1639348759,-17,-56,10,-38,-44,
,,,,,,
1639348759,-20,-55,14,-36,-43,
,,,,,,
1639348759,-25,-58,19,-36,-45,
,,,,,,
1639348759,-21,-70,30,-46,-55,
,,,,,,
1639348759,-20,-58,15,-38,-45,
,,,,,,
1639348760,-19,-57,13,-38,-45,
,,,,,,
1639348760,-21,-54,17,-35,-42,
,,,,,,
1639348760,-21,-59,19,-38,-46,
,,,,,,
1639348760,-20,-58,16,-38,-45,
,,,,,,
1639348760,-17,-58,18,-39,-45,
,,,,,,
1639348760,-18,-57,15,-39,-45,
,,,,,,
1639348760,-16,-61,17,-42,-48,
,,,,,,
1639348760,-15,-62,17,-42,-48,
,,,,,,
1639348761,-15,-58,18,-40,-45,
,,,,,,
1639348761,-15,-58,21,-40,-45,
,,,,,,
1639348761,-14,-60,18,-42,-47,
,,,,,,
1639348761,-14,-60,20,-42,-47,
,,,,,,
1639348761,-15,-58,22,-40,-45,
,,,,,,
1639348761,-14,-60,21,-42,-47,
,,,,,,
1639348761,-15,-58,22,-40,-45,
,,,,,,
1639348762,-15,-58,20,-40,-45,
,,,,,,
1639348762,-15,-58,20,-40,-45,
,,,,,,
1639348762,-14,-59,22,-41,-46,
,,,,,,
1639348762,-14,-58,21,-40,-45,
,,,,,,
1639348762,-13,-60,19,-42,-47,
,,,,,,
1639348762,-14,-58,22,-40,-45,
,,,,,,
1639348762,-14,-58,22,-40,-45,
,,,,,,
1639348762,-14,-58,22,-40,-45,
,,,,,,
1639348762,-13,-58,22,-40,-45,
,,,,,,
1639348763,-14,-57,22,-40,-45,
,,,,,,
1639348763,-14,-57,22,-40,-45,
,,,,,,
1639348763,-13,-57,24,-40,-45,
,,,,,,
1639348763,-13,-58,23,-40,-45,
,,,,,,
1639348763,-13,-58,24,-40,-45,
,,,,,,
1639348763,-13,-57,23,-40,-45,
,,,,,,
1639348763,-14,-55,20,-38,-43,
,,,,,,
1639348763,-13,-58,22,-40,-45,
,,,,,,
1639348764,-11,-59,21,-42,-46,
,,,,,,
1639348764,-11,-59,22,-42,-46,
,,,,,,
1639348764,-11,-58,21,-41,-45,
,,,,,,
1639348764,-11,-56,24,-40,-44,
,,,,,,
1639348764,-8,-60,25,-44,-47,
,,,,,,
1639348764,-10,-57,21,-42,-45,
,,,,,,
1639348764,-15,-58,28,-40,-45,
,,,,,,
1639348764,-14,-59,23,-41,-46,
,,,,,,
1639348765,-12,-58,27,-41,-45,
,,,,,,
1639348765,-9,-58,28,-42,-45,
,,,,,,
1639348765,-10,-58,31,-42,-45,
,,,,,,
1639348765,-9,-58,28,-42,-45,
,,,,,,
1639348765,-9,-58,26,-42,-45,
,,,,,,
1639348765,-8,-60,22,-44,-47,
,,,,,,
1639348765,4,-73,25,-57,-55,
,,,,,,
1639348765,-4,-41,23,-31,-32,
,,,,,,
1639348765,3,-66,18,-52,-51,
,,,,,,
1639348766,-1,-60,26,-47,-47,
,,,,,,
1639348766,-2,-60,28,-46,-47,
,,,,,,
1639348766,-3,-53,33,-40,-41,
,,,,,,
1639348766,7,-60,20,-47,-44,
,,,,,,
1639348766,5,-58,18,-45,-43,
,,,,,,
1639348766,-2,-56,33,-43,-44,
,,,,,,
1639348766,-2,-54,31,-41,-42,
,,,,,,
1639348766,-2,-53,31,-40,-41,
,,,,,,
1639348767,-2,-51,35,-39,-40,
,,,,,,
1639348767,4,-56,19,-44,-43,
,,,,,,
1639348767,4,-53,18,-41,-40,
,,,,,,
1639348767,7,-70,5,-55,-52,
,,,,,,
1639348767,14,-68,13,-53,-47,
,,,,,,
1639348767,13,-67,12,-52,-47,
,,,,,,
1639348767,11,-61,10,-48,-44,
,,,,,,
1639348768,10,-60,17,-47,-43,
,,,,,,
1639348768,11,-63,18,-49,-45,
,,,,,,
1639348768,11,-61,14,-48,-44,
,,,,,,
1639348768,10,-59,18,-46,-42,
,,,,,,
1639348768,11,-63,17,-49,-45,
,,,,,,
1639348768,11,-62,18,-48,-44,
,,,,,,
1639348768,8,-59,23,-46,-43,
,,,,,,
1639348768,9,-62,22,-48,-45,
,,,,,,
1639348768,10,-63,20,-49,-45,
,,,,,,
1639348769,10,-59,25,-46,-42,
,,,,,,
1639348769,9,-59,25,-46,-43,
,,,,,,
1639348769,6,-54,28,-42,-40,
,,,,,,
1639348769,8,-55,29,-43,-40,
,,,,,,
1639348769,9,-58,28,-45,-42,
,,,,,,
1639348769,9,-59,28,-46,-43,
,,,,,,
1639348769,9,-57,28,-45,-42,
,,,,,,
1639348769,8,-55,28,-43,-40,
,,,,,,
1639348770,9,-56,28,-44,-41,
,,,,,,
1639348770,9,-57,29,-45,-42,
,,,,,,
1639348770,10,-57,30,-45,-42,
,,,,,,
1639348770,9,-56,30,-44,-41,
,,,,,,
1639348770,10,-49,36,-38,-35,
,,,,,,
1639348770,12,-53,37,-41,-37,
,,,,,,
1639348770,12,-53,36,-41,-37,
,,,,,,
1639348771,21,-16,65,-14,-12,
,,,,,,
1639348771,21,-16,65,-14,-12,
,,,,,,
1639348771,14,-5,58,-7,-6,
,,,,,,
1639348771,9,14,63,11,10,
,,,,,,
1639348771,9,15,64,12,11,
,,,,,,
1639348771,7,8,65,6,6,
,,,,,,
1639348771,7,6,65,5,5,
,,,,,,
1639348771,7,5,65,5,5,
,,,,,,
1639348771,5,5,65,4,4,
,,,,,,
1639348771,5,4,64,4,4,
,,,,,,
1639348772,4,-4,62,-3,-3,
,,,,,,
1639348772,4,-1,64,-2,-2,
,,,,,,
1639348772,5,-3,65,-3,-3,
,,,,,,
1639348772,-1,-11,60,-9,-9,
,,,,,,
1639348772,2,-62,24,-48,-47,
,,,,,,
1639348772,2,-61,23,-48,-47,
,,,,,,
1639348772,-1,-62,13,-48,-48,
,,,,,,
1639348773,1,-60,8,-47,-47,
,,,,,,
1639348773,0,-60,9,-47,-47,
,,,,,,
1639348773,-1,-67,2,-52,-52,
,,,,,,
1639348773,-1,-63,1,-49,-49,
,,,,,,
1639348773,-2,-62,3,-47,-48,
,,,,,,
1639348773,-2,-65,2,-50,-51,
,,,,,,
1639348773,-1,-64,3,-50,-50,
,,,,,,
1639348773,-2,-62,3,-47,-48,
,,,,,,
1639348774,-2,-63,3,-48,-49,
,,,,,,
1639348774,-2,-66,5,-51,-52,
,,,,,,
1639348774,-2,-64,5,-49,-50,
,,,,,,
1639348774,-2,-65,5,-50,-51,
,,,,,,
1639348774,-4,-63,4,-47,-49,
,,,,,,
1639348774,-4,-64,5,-48,-50,
,,,,,,
1639348774,-3,-64,5,-49,-50,
,,,,,,
1639348774,-2,-64,6,-49,-50,
,,,,,,
1639348774,-2,-63,4,-48,-49,
,,,,,,
1639348775,-3,-63,6,-48,-49,
,,,,,,
1639348775,-4,-63,5,-47,-49,
,,,,,,
1639348775,-4,-64,4,-48,-50,
,,,,,,
1639348775,-5,-60,9,-45,-47,
,,,,,,
1639348775,-2,-68,7,-52,-53,
,,,,,,
1639348775,-3,-66,6,-51,-52,
,,,,,,
1639348775,-3,-62,5,-47,-48,
,,,,,,
1639348776,-2,-61,8,-47,-48,
,,,,,,
1639348776,-3,-59,7,-45,-46,
,,,,,,
1639348776,-2,-64,8,-49,-50,
,,,,,,
1639348776,-2,-64,6,-49,-50,
,,,,,,
1639348776,-3,-65,6,-50,-51,
,,,,,,
1639348776,-2,-63,3,-48,-49,
,,,,,,
1639348776,-4,-63,6,-47,-49,
,,,,,,
1639348776,-4,-63,5,-47,-49,
,,,,,,
1639348777,-4,-63,5,-47,-49,
,,,,,,
1639348777,-4,-63,4,-47,-49,
,,,,,,
1639348777,-4,-62,4,-46,-48,
,,,,,,
1639348777,-4,-65,4,-49,-51,
,,,,,,
1639348777,-3,-63,4,-48,-49,
,,,,,,
1639348777,-2,-65,5,-50,-51,
,,,,,,
1639348777,-2,-70,14,-54,-55,
,,,,,,
1639348777,-2,-57,20,-44,-45,
,,,,,,
1639348777,6,-38,44,-30,-29,
,,,,,,
1639348778,4,4,66,3,3,
,,,,,,
1639348778,1,9,63,7,7,
,,,,,,
1639348778,-29,53,27,32,41,
,,,,,,
1639348778,-24,55,36,35,43,
,,,,,,
1639348778,-17,67,33,45,52,
,,,,,,
1639348778,-5,45,32,34,35,
,,,,,,
1639348778,2,43,40,34,33,
,,,,,,
1639348778,2,50,38,39,38,
,,,,,,
1639348779,1,49,40,38,38,
,,,,,,
1639348779,-1,49,38,38,38,
,,,,,,
1639348779,-12,59,35,42,46,
,,,,,,
1639348779,-25,44,35,27,34,
,,,,,,
1639348779,-32,44,35,26,34,
,,,,,,
1639348779,-37,43,29,24,34,
,,,,,,
1639348779,-38,29,30,18,26,
,,,,,,
1639348780,-49,33,21,20,32,
,,,,,,
1639348780,-48,33,23,20,32,
,,,,,,
1639348780,-50,28,19,18,30,
,,,,,,
1639348780,-49,36,20,20,33,
,,,,,,
1639348780,-48,35,20,20,32,
,,,,,,
1639348780,-50,33,17,20,32,
,,,,,,
1639348780,-51,33,16,20,33,
,,,,,,
1639348780,-51,32,16,19,32,
,,,,,,
1639348780,-51,32,15,19,32,
,,,,,,
1639348781,-51,32,15,19,32,
,,,,,,
1639348781,-50,32,16,20,32,
,,,,,,
1639348781,-51,32,16,19,32,
,,,,,,
1639348781,-52,30,15,19,32,
,,,,,,
1639348781,-52,31,16,19,32,
,,,,,,
1639348781,-56,29,9,19,33,
,,,,,,
1639348781,-59,21,-1,17,31,
,,,,,,
1639348781,-58,19,2,16,30,
,,,,,,
1639348782,-61,19,-1,16,31,
,,,,,,
1639348782,-59,13,3,15,28,
,,,,,,
1639348782,-62,12,-6,15,29,
,,,,,,
1639348782,-63,13,-1,15,30,
,,,,,,
1639348782,-63,13,1,15,30,
,,,,,,
1639348782,-62,12,-1,15,29,
,,,,,,
1639348782,-62,12,-3,15,29,
,,,,,,
1639348782,-62,12,-1,15,29,
,,,,,,
1639348783,-62,13,-1,15,29,
,,,,,,
1639348783,-62,14,1,16,30,
,,,,,,
1639348783,-61,12,1,15,29,
,,,,,,
1639348783,-61,10,0,15,28,
,,,,,,
1639348783,-62,12,0,15,29,
,,,,,,
1639348783,-63,11,-2,15,29,
,,,,,,
1639348783,-60,12,-1,15,28,
,,,,,,
1639348783,-64,15,0,16,31,
,,,,,,
1639348783,-63,15,0,15,30,
,,,,,,
1639348784,-61,12,-1,15,29,
,,,,,,
1639348784,-62,13,-3,15,29,
,,,,,,
1639348784,-57,14,0,16,28,
,,,,,,
1639348784,-61,10,-5,15,28,
,,,,,,
1639348784,-68,18,-1,16,34,
,,,,,,
1639348784,-66,16,-2,15,32,
,,,,,,
1639348784,-60,9,-4,14,27,
,,,,,,
1639348785,-63,16,2,16,31,
,,,,,,
1639348785,-60,15,3,15,29,
,,,,,,
1639348785,-62,13,-1,15,29,
,,,,,,
1639348785,-57,12,8,15,27,
,,,,,,
1639348785,-62,13,10,15,29,
,,,,,,
1639348785,-60,14,-7,15,29,
,,,,,,
1639348785,-63,15,-3,15,30,
,,,,,,
1639348785,-54,11,2,14,25,
,,,,,,
1639348786,-63,13,6,15,30,
,,,,,,
1639348786,-61,11,4,15,28,
,,,,,,
1639348786,-62,10,2,14,28,
,,,,,,
1639348786,-64,15,0,16,31,
,,,,,,
1639348786,-63,17,0,16,31,
,,,,,,
1639348786,-56,16,5,16,28,
,,,,,,
1639348786,-64,13,0,15,30,
,,,,,,
1639348786,-66,10,-1,14,30,
,,,,,,
1639348786,-61,11,2,15,28,
,,,,,,
1639348787,-63,12,0,15,29,
,,,,,,
1639348787,-64,7,-2,14,28,
,,,,,,
1639348787,-66,4,-7,13,27,
,,,,,,
1639348787,-63,3,-8,13,26,
,,,,,,
1639348787,-62,7,-4,14,27,
,,,,,,
1639348787,-64,9,-3,14,29,
,,,,,,
1639348787,-62,9,-4,14,28,
,,,,,,
1639348787,-62,5,-5,13,26,
,,,,,,
1639348788,-64,5,-4,14,27,
,,,,,,
1639348788,-63,6,-2,14,27,
,,,,,,
1639348788,-63,4,-5,13,26,
,,,,,,
1639348788,-65,5,-5,13,27,
,,,,,,
1639348788,-63,4,-5,13,26,
,,,,,,
1639348788,-63,4,-4,13,26,
,,,,,,
1639348788,-64,7,-1,14,28,
,,,,,,
1639348788,-64,5,-3,14,27,
,,,,,,
1639348789,-62,7,2,14,27,
,,,,,,
1639348789,-65,11,5,15,30,
,,,,,,
1639348789,-34,28,4,18,24,
,,,,,,
1639348789,7,41,53,32,30,
,,,,,,
1639348789,15,33,57,26,23,
,,,,,,
1639348789,11,10,44,8,7,
,,,,,,
1639348789,26,47,33,37,29,
,,,,,,
1639348789,6,47,22,37,35,
,,,,,,
1639348790,20,52,35,41,35,
,,,,,,
1639348790,21,49,32,38,32,
,,,,,,
1639348790,16,50,30,39,34,
,,,,,,
1639348790,12,54,23,42,38,
,,,,,,
1639348790,12,53,23,41,37,
,,,,,,
1639348790,12,52,14,41,37,
,,,,,,
1639348790,12,58,15,45,41,
,,,,,,
1639348790,12,57,15,45,41,
,,,,,,
1639348790,8,60,12,47,44,
,,,,,,
1639348791,11,59,13,46,42,
,,,,,,
1639348791,9,58,13,45,42,
,,,,,,
1639348791,7,59,11,46,43,
,,,,,,
1639348791,8,58,11,45,42,
,,,,,,
1639348791,7,59,11,46,43,
,,,,,,
1639348791,7,58,11,45,42,
,,,,,,
1639348791,6,59,8,46,44,
,,,,,,
1639348792,4,60,8,47,45,
,,,,,,
1639348792,4,59,7,46,44,
,,,,,,
1639348792,3,59,6,46,45,
,,,,,,
1639348792,2,60,5,47,46,
,,,,,,
1639348792,3,65,8,51,50,
,,,,,,
1639348792,2,57,5,45,44,
,,,,,,
1639348792,1,59,6,46,46,
,,,,,,
1639348792,3,59,9,46,45,
,,,,,,
1639348792,1,60,7,47,47,
,,,,,,
1639348792,0,59,7,46,46,
,,,,,,
1639348793,1,59,7,46,46,
,,,,,,
1639348793,-2,60,6,46,47,
,,,,,,
1639348793,-2,62,6,47,48,
,,,,,,
1639348793,-4,60,6,45,47,
,,,,,,
1639348793,-3,58,7,44,45,
,,,,,,
1639348793,-4,61,7,46,48,
,,,,,,
1639348793,3,59,14,46,45,
,,,,,,
1639348794,-5,53,8,39,41,
,,,,,,
1639348794,4,63,15,49,47,
,,,,,,
1639348794,2,57,14,45,44,
,,,,,,
1639348794,-1,61,15,48,48,
,,,,,,
1639348794,-4,57,15,44,45,
,,,,,,
1639348794,-3,60,19,46,47,
,,,,,,
1639348794,-9,56,18,41,44,
,,,,,,
1639348795,-2,54,16,41,42,
,,,,,,
1639348795,-6,53,13,39,41,
,,,,,,
1639348795,-6,65,20,49,51,
,,,,,,
1639348795,0,56,18,44,44,
,,,,,,
1639348795,-4,55,13,42,43,
,,,,,,
1639348795,-1,62,17,48,48,
,,,,,,
1639348795,0,56,16,44,44,
,,,,,,
1639348795,1,57,18,45,45,
,,,,,,
1639348795,-1,57,15,45,45,
,,,,,,
1639348796,-9,56,18,41,44,
,,,,,,
1639348796,-10,56,19,41,44,
,,,,,,
1639348796,-7,60,15,44,47,
,,,,,,
1639348796,-7,53,13,39,41,
,,,,,,
1639348796,-3,54,18,41,42,
,,,,,,
1639348796,-4,55,12,42,43,
,,,,,,
1639348796,-4,64,17,48,50,
,,,,,,
1639348796,-10,61,14,44,48,
,,,,,,
1639348797,-3,56,13,43,44,
,,,,,,
1639348797,7,62,16,48,45,
,,,,,,
1639348797,14,61,22,48,43,
,,,,,,
1639348797,1,59,18,46,46,
,,,,,,
1639348797,8,55,18,43,40,
,,,,,,
1639348797,4,45,19,35,34,
,,,,,,
1639348797,0,68,28,53,53,
,,,,,,
1639348798,5,55,29,43,41,
,,,,,,
1639348798,0,56,25,44,44,
,,,,,,
1639348798,-4,52,22,40,41,
,,,,,,
1639348798,-2,56,24,43,44,
,,,,,,
1639348798,-2,63,25,48,49,
,,,,,,
1639348798,3,50,29,39,38,
,,,,,,
1639348798,-1,58,23,45,45,
,,,,,,
1639348798,-2,58,24,44,45,
,,,,,,
1639348798,-5,50,24,37,39,
,,,,,,
1639348799,-2,58,25,44,45,
,,,,,,
1639348799,-3,55,25,42,43,
,,,,,,
1639348799,-7,55,23,41,43,
,,,,,,
1639348799,0,55,27,43,43,
,,,,,,
1639348799,-2,54,26,41,42,
,,,,,,
1639348799,-3,55,24,42,43,
,,,,,,
1639348799,-1,56,24,44,44,
,,,,,,
1639348799,2,55,24,43,42,
,,,,,,
1639348800,35,47,30,37,27,
,,,,,,
1639348800,35,45,27,35,25,
,,,,,,
1639348800,37,41,15,32,23,
,,,,,,
1639348800,43,37,13,31,21,
,,,,,,
1639348800,51,42,12,36,22,
,,,,,,
1639348800,45,49,10,38,25,
,,,,,,
1639348800,47,42,2,35,22,
,,,,,,
1639348800,48,42,3,35,22,
,,,,,,
1639348801,54,39,3,36,21,
,,,,,,
1639348801,50,40,1,35,21,
,,,,,,
1639348801,53,39,1,36,21,
,,,,,,
1639348801,52,34,2,34,20,
,,,,,,
1639348801,52,36,1,34,20,
,,,,,,
1639348801,49,39,1,34,21,
,,,,,,
1639348801,53,36,1,35,20,
,,,,,,
1639348801,52,37,1,35,21,
,,,,,,
1639348801,49,37,0,34,21,
,,,,,,
1639348802,50,39,0,35,21,
,,,,,,
1639348802,51,39,1,35,21,
,,,,,,
1639348802,47,39,4,34,22,
,,,,,,
1639348802,46,40,2,34,22,
,,,,,,
1639348802,49,43,4,36,22,
,,,,,,
1639348802,46,41,6,34,22,
,,,,,,
1639348802,40,49,13,38,26,
,,,,,,
1639348802,36,44,10,34,24,
,,,,,,
1639348803,30,51,14,40,31,
,,,,,,
1639348803,28,62,19,48,38,
,,,,,,
1639348803,17,61,22,48,42,
,,,,,,
1639348803,-10,77,-4,55,60,
,,,,,,
1639348803,19,38,-128,30,26,
,,,,,,
1639348803,127,127,24,99,1,
,,,,,,
1639348803,13,-128,-125,-100,-90,
,,,,,,
1639348804,-12,42,-4,30,33,
,,,,,,
1639348804,79,-128,-44,-100,-38,
,,,,,,
1639348804,-20,30,1,19,23,
,,,,,,
1639348804,52,127,82,99,59,
,,,,,,
1639348804,-7,58,-45,42,45,
,,,,,,
1639348804,13,127,-69,99,89,
,,,,,,
1639348804,35,27,-24,24,17,
,,,,,,
1639348804,62,127,-26,99,51,
,,,,,,
1639348804,50,-104,32,-81,-50,
,,,,,,
1639348805,-1,-16,-68,-12,-12,
,,,,,,
1639348805,69,127,127,99,46,
,,,,,,
1639348805,30,127,62,99,76,
,,,,,,
1639348805,1,1,-128,1,1,
,,,,,,
1639348805,9,127,0,99,92,
,,,,,,
1639348805,12,49,-98,38,34,
,,,,,,
1639348805,116,-97,9,-83,-8,
,,,,,,
1639348806,5,127,48,99,95,
,,,,,,
1639348806,-16,44,-74,30,34,
,,,,,,
1639348806,-11,127,-21,91,99,
,,,,,,
1639348806,10,-120,-103,-94,-87,
,,,,,,
1639348806,65,127,-5,99,49,
,,,,,,
1639348806,6,48,-51,38,36,
,,,,,,
1639348806,31,127,-28,99,75,
,,,,,,
1639348806,86,127,53,99,32,
,,,,,,
1639348807,41,-128,-57,-100,-68,
,,,,,,
1639348807,21,110,18,86,72,
,,,,,,
1639348807,56,-128,-55,-100,-56,
,,,,,,
1639348807,50,19,-95,27,16,
,,,,,,
1639348807,20,-66,-64,-52,-44,
,,,,,,
1639348807,71,-128,-49,-100,-44,
,,,,,,
1639348807,-59,127,-46,53,99,
,,,,,,
1639348807,61,-105,-4,-82,-43,
,,,,,,
1639348807,38,-128,-36,-100,-71,
,,,,,,
1639348808,-51,127,-25,59,99,
,,,,,,
1639348808,11,-23,-74,-18,-16,
,,,,,,
1639348808,56,-128,-75,-100,-56,
,,,,,,
1639348808,27,127,58,99,78,
,,,,,,
1639348808,37,-34,-39,-28,-20,
,,,,,,
1639348808,0,-128,-121,-100,-100,
,,,,,,
1639348808,30,127,-60,99,76,
,,,,,,
1639348809,80,-128,-67,-100,-38,
,,,,,,
1639348809,25,-66,-64,-52,-42,
,,,,,,
1639348809,-14,127,33,88,99,
,,,,,,
1639348809,101,-118,15,-92,-19,
,,,,,,
1639348809,-8,-57,7,-42,-45,
,,,,,,
1639348809,-66,70,1,27,55,
,,,,,,
1639348809,92,-128,-70,-100,-28,
,,,,,,
1639348809,76,-100,-47,-78,-32,
,,,,,,
1639348810,-128,127,9,0,100,
,,,,,,
1639348810,127,-75,123,-79,0,
,,,,,,
1639348810,110,49,53,62,9,
,,,,,,
1639348810,-128,122,-81,0,98,
,,,,,,
1639348810,107,18,38,49,8,
,,,,,,
1639348810,50,4,27,21,13,
,,,,,,
1639348810,-51,115,-10,54,90,
,,,,,,
1639348810,5,62,8,48,46,
,,,,,,
1639348810,18,47,13,37,32,
,,,,,,
1639348811,-14,63,-5,44,49,
,,,,,,
1639348811,-3,59,-1,45,46,
,,,,,,
1639348811,0,63,1,49,49,
,,,,,,
1639348811,2,61,5,48,47,
,,,,,,
1639348811,3,61,3,48,47,
,,,,,,
1639348811,2,58,3,45,44,
,,,,,,
1639348811,-5,66,1,50,52,
,,,,,,
1639348812,3,53,3,41,40,
,,,,,,
1639348812,0,66,-1,52,52,
,,,,,,
1639348812,6,63,2,49,47,
,,,,,,
1639348812,-3,64,-2,49,50,
,,,,,,
1639348812,-1,68,0,53,53,
,,,,,,
1639348812,-2,64,1,49,50,
,,,,,,
1639348812,0,58,-3,45,45,
,,,,,,
1639348813,-3,61,0,47,48,
,,,,,,
1639348813,-1,62,0,48,48,
,,,,,,
1639348813,3,59,2,46,45,
,,,,,,
1639348813,1,57,1,45,45,
,,,,,,
1639348813,109,10,-1,46,7,
,,,,,,
1639348813,95,52,-10,57,15,
,,,,,,
1639348813,54,10,-18,25,14,
,,,,,,
1639348813,66,-13,2,-31,-15,
,,,,,,
1639348813,65,-3,-1,-27,-13,
,,,,,,
1639348814,60,-11,-9,-28,-15,
,,,,,,
1639348814,101,-9,19,-43,-9,
,,,,,,
1639348814,86,-30,23,-45,-15,
,,,,,,
1639348814,-23,-40,35,-25,-31,
,,,,,,
1639348814,26,-43,58,-34,-27,
,,,,,,
1639348814,5,-36,37,-28,-27,
,,,,,,
1639348814,7,-43,26,-34,-32,
,,,,,,
1639348815,41,-59,3,-46,-31,
,,,,,,
1639348815,29,-59,-10,-46,-36,
,,,,,,
1639348815,33,-56,3,-44,-33,
,,,,,,
1639348815,21,-50,35,-39,-32,
,,,,,,
1639348815,3,-42,10,-33,-32,
,,,,,,
1639348815,26,-11,18,-14,-11,
,,,,,,
1639348815,-11,127,27,91,99,
,,,,,,
1639348816,-7,58,6,42,45,
,,,,,,
1639348816,-3,68,6,52,53,
,,,,,,
1639348816,-6,52,3,39,41,
,,,,,,
1639348816,-8,64,-7,47,50,
,,,,,,
1639348816,-11,61,-8,44,48,
,,,,,,
1639348816,-20,60,-13,40,47,
,,,,,,
1639348816,4,61,-6,48,46,
,,,,,,
1639348816,5,58,-14,45,43,
,,,,,,
1639348816,-18,57,-27,39,45,
,,,,,,
1639348817,-2,51,-8,39,40,
,,,,,,
1639348817,-5,63,-11,47,49,
,,,,,,
1639348817,-21,53,-14,34,41,
,,,,,,
1639348817,-8,59,-21,43,46,
,,,,,,
1639348817,-10,60,-21,43,47,
,,,,,,
1639348817,-9,57,-19,42,45,
,,,,,,
1639348817,-13,58,-19,40,45,
,,,,,,
1639348817,-12,60,-18,43,47,
,,,,,,
1639348818,-10,58,-19,42,45,
,,,,,,
1639348818,-4,61,-10,46,48,
,,,,,,
1639348818,-9,62,-11,45,48,
,,,,,,
1639348818,-7,61,-7,45,48,
,,,,,,
1639348818,-9,61,-7,45,48,
,,,,,,
1639348818,4,60,-3,47,45,
,,,,,,
1639348818,-5,63,-8,47,49,
,,,,,,
1639348819,5,63,-3,49,47,
,,,,,,
1639348819,3,58,-2,45,44,
,,,,,,
1639348819,12,59,-1,46,42,
,,,,,,
1639348819,18,57,-22,45,39,
,,,,,,
1639348819,26,59,-25,46,37,
,,,,,,
1639348819,40,45,-19,35,24,
,,,,,,
1639348819,23,39,-8,30,25,
,,,,,,
1639348819,33,38,0,30,22,
,,,,,,
1639348819,56,16,6,28,16,
,,,,,,
1639348820,49,27,-8,30,18,
,,,,,,
1639348820,57,34,-3,36,20,
,,,,,,
1639348820,47,50,-18,39,25,
,,,,,,
1639348820,35,43,-21,34,25,
,,,,,,
1639348820,43,39,-20,32,21,
,,,,,,
1639348820,32,43,-27,34,26,
,,,,,,
1639348820,36,44,-26,34,24,
,,,,,,
1639348820,39,43,-26,34,24,
,,,,,,
1639348821,36,43,-28,34,24,
,,,,,,
1639348821,32,44,-29,34,26,
,,,,,,
1639348821,35,49,-26,38,28,
,,,,,,
1639348821,36,42,-25,33,24,
,,,,,,
1639348821,29,49,-26,38,29,
,,,,,,
1639348821,36,48,-24,38,27,
,,,,,,
1639348821,34,48,-24,38,28,
,,,,,,
1639348822,34,48,-22,38,28,
,,,,,,
1639348822,29,46,-22,36,28,
,,,,,,
1639348822,33,49,-21,38,28,
,,,,,,
1639348822,37,48,-19,38,27,
,,,,,,
1639348822,31,51,-18,40,30,
,,,,,,
1639348822,20,55,-19,43,36,
,,,,,,
1639348822,34,54,-12,42,31,
,,,,,,
1639348822,42,67,-10,52,35,
,,,,,,
1639348822,18,56,-1,44,38,
,,,,,,
1639348823,13,48,8,38,34,
,,,,,,
1639348823,15,58,10,45,40,
,,,,,,
1639348823,14,55,10,43,38,
,,,,,,
1639348823,7,52,18,41,39,
,,,,,,
1639348823,5,51,17,40,38,
,,,,,,
1639348823,18,87,10,68,59,
,,,,,,
1639348823,-28,20,21,15,19,
,,,,,,
1639348823,-13,84,6,59,66,
,,,,,,
1639348824,-24,52,5,33,41,
,,,,,,
1639348824,-13,59,9,41,46,
,,,,,,
1639348824,-14,55,9,38,43,
,,,,,,
1639348824,-11,67,4,48,52,
,,,,,,
1639348824,-8,61,3,45,48,
,,,,,,
1639348824,-6,61,6,46,48,
,,,,,,
1639348824,-7,52,6,39,41,
,,,,,,
1639348825,-9,48,0,35,38,
,,,,,,
1639348825,-5,86,0,64,67,
,,,,,,
1639348825,-17,47,2,32,37,
,,,,,,
1639348825,-15,61,2,42,48,
,,,,,,
1639348825,-17,58,1,39,45,
,,,,,,
1639348825,-16,65,1,45,51,
,,,,,,
1639348825,3,62,3,48,47,
,,,,,,
1639348825,8,54,-11,42,39,
