Time,Acc_x,Acc_y,Acc_z,Left_Speed,Right_Speed
1639348848.34302,3,57,-25,45,44
1639348848.53053,-4,53,-22,40,41
1639348848.59303,-19,49,-35,32,38
1639348848.71804,-5,62,-26,46,48
1639348848.90555,-7,54,-24,40,42
1639348848.9368,-12,49,-35,34,38
1639348849.09305,-10,51,-30,37,40
1639348849.28056,-10,54,-30,39,42
1639348849.34307,-8,55,-31,40,43
1639348849.46807,-7,50,-29,37,39
1639348849.65558,-8,55,-28,40,43
1639348849.71808,-10,51,-31,37,40
1639348849.84309,-7,53,-27,39,41
1639348850.0306,-7,57,-27,42,45
1639348850.0931,-7,51,-28,38,40
1639348850.21811,-6,56,-28,42,44
1639348850.40561,-9,54,-31,39,42
1639348850.43687,-7,53,-29,39,41
1639348850.59312,-5,53,-27,39,41
1639348850.65563,-9,52,-32,38,41
1639348850.78063,-4,48,-25,37,38
1639348850.96814,-5,55,-31,41,43
1639348851.03064,-9,60,-36,44,47
1639348851.15565,-2,53,-29,40,41
1639348851.34316,-1,51,-27,40,40
1639348851.37441,-4,55,-32,42,43
1639348851.53067,-6,45,-30,33,35
1639348851.59317,-6,56,-30,42,44
1639348851.71818,-10,52,-33,38,41
1639348851.90568,-6,52,-34,39,41
1639348851.96819,3,55,-23,43,42
1639348852.09319,-3,55,-31,42,43
1639348852.2807,-7,53,-33,39,41
1639348852.31195,-4,53,-30,40,41
1639348852.46821,-4,54,-27,41,42
1639348852.65572,-7,56,-30,42,44
1639348852.71822,-6,60,-30,45,47
1639348852.84323,3,78,-10,61,60
1639348853.03074,9,92,-3,72,67
1639348853.06199,10,80,3,62,57
1639348853.21824,0,34,27,27,27
1639348853.40575,-17,44,-48,29,34
1639348853.43701,-36,82,-86,46,64
1639348853.59326,-10,42,-42,30,33
1639348853.78077,4,58,-32,45,44
1639348853.81202,15,49,-12,38,34
1639348853.96828,5,111,-15,87,84
1639348854.15579,-11,43,19,31,34
1639348854.21829,0,22,33,17,17
1639348854.3433,-8,43,28,32,34
1639348854.53081,1,58,22,45,45
1639348854.56206,-2,65,15,50,51
1639348854.71831,12,69,-2,54,49
1639348854.90582,9,16,-24,12,11
1639348854.93707,15,25,-23,20,18
1639348855.09333,8,68,-44,53,50
1639348855.28084,4,79,-11,62,60
1639348855.34334,17,6,-33,9,8
1639348855.46835,13,88,-66,69,62
1639348855.65586,32,17,-20,19,14
1639348855.71836,-11,65,-67,47,51
1639348855.84337,8,27,-34,21,20
1639348856.03088,16,60,-1,47,41
1639348856.06213,13,61,-12,48,43
1639348856.21838,10,59,-14,46,42
1639348856.40589,6,51,-20,40,38
1639348856.43714,12,63,-19,49,44
1639348856.5934,-12,62,-27,43,48
1639348856.78091,-26,73,-48,45,57
1639348856.81216,-3,48,-29,37,38
1639348856.96842,6,27,-30,21,20
1639348857.15593,-28,63,-45,38,49
1639348857.21843,-6,28,-20,21,22
1639348857.34344,-12,49,-19,34,38
1639348857.53094,-35,19,-16,15,21
1639348857.6247,-53,25,-21,18,30
1639348857.71845,-49,27,-13,18,30
1639348857.90596,-70,25,-26,17,37
1639348857.93721,-78,22,-32,15,39
1639348858.09347,-55,26,-22,18,32
1639348858.28098,-58,16,-16,16,29
1639348858.34348,-58,26,-13,18,33
1639348858.46849,-57,12,-16,15,27
1639348858.656,-61,8,-20,14,27
1639348858.68725,-53,13,-11,15,26
1639348858.84351,-65,14,-22,15,31
1639348859.03101,-49,18,-17,16,26
1639348859.09352,-51,22,-13,17,29
1639348859.21852,-59,25,-16,18,33
1639348859.40603,-57,21,-15,17,30
1639348859.43728,-58,19,-16,16,30
1639348859.59354,-51,23,-16,17,29
1639348859.78105,-43,37,-6,21,31
1639348859.8123,-49,28,-8,18,30
1639348859.96856,-54,34,-23,20,34
1639348860.15607,-50,52,-16,25,41
1639348860.21857,-43,50,-18,26,39
1639348860.34357,-25,50,1,31,39
1639348860.53108,-41,42,-10,22,33
1639348860.59359,-27,58,-5,36,45
1639348860.71859,-25,51,-6,32,40
1639348860.9061,-20,54,-6,35,42
1639348860.9686,-18,53,-7,35,41
1639348861.09361,-10,66,-3,48,52
1639348861.28112,-2,65,-6,50,51
1639348861.34362,-1,63,2,49,49
1639348861.46863,-10,83,-15,60,65
1639348861.65614,-17,49,-9,33,38
1639348861.68739,-17,56,-10,38,44
1639348861.84364,-22,55,-16,36,43
1639348862.03115,-19,65,-13,43,51
1639348862.0624,-19,62,-12,41,48
1639348862.21866,-20,60,-10,40,47
1639348862.40617,-25,52,-13,33,41
1639348862.43742,-28,57,-14,35,45
1639348862.59368,-20,54,-10,35,42
1639348862.78119,-26,54,-17,33,42
1639348862.81244,-21,52,-13,34,41
1639348862.9687,-27,63,-12,39,49
1639348862.99995,-25,62,-10,39,48
1639348863.1562,-24,63,-14,40,49
1639348863.34371,-23,58,-9,37,45
1639348863.37497,-23,58,-10,37,45
1639348863.53122,-19,56,-6,37,44
1639348863.71873,-23,52,-3,34,41
1639348863.78123,-29,56,-4,34,44
1639348863.90624,-28,54,-10,33,42
1639348864.09375,-29,49,-11,29,38
1639348864.125,-26,60,-8,37,47
1639348864.28126,-9,56,4,41,44
1639348864.46877,-25,55,-8,35,43
1639348864.53127,-23,59,-6,38,46
1639348864.65627,-18,57,-8,39,45
1639348864.84378,-16,57,-3,40,45
1639348864.87503,-20,61,-8,41,48
1639348865.03129,-23,56,-7,36,44
1639348865.2188,-19,57,-7,38,45
1639348865.25005,-11,56,-4,40,44
1639348865.40631,21,52,-5,41,34
1639348865.59382,55,52,-9,42,24
1639348865.65632,61,14,-10,29,15
1639348865.78133,57,8,-16,25,14
1639348865.96884,59,3,-9,24,13
1639348866.00009,54,7,-15,24,14
1639348866.15634,65,3,-21,27,13
1639348866.34385,60,-12,-25,-28,-15
1639348866.3751,58,-6,-23,-25,-14
1639348866.53136,55,11,-24,26,15
1639348866.71887,41,34,-19,29,20
1639348866.75012,39,37,-21,30,21
1639348866.90638,37,40,-22,31,22
1639348867.09389,40,39,-26,31,21
1639348867.12514,45,41,-21,34,22
1639348867.2814,42,35,-25,30,20
1639348867.4689,55,35,-31,35,20
1639348867.50016,54,23,-26,30,17
1639348867.65641,52,28,-26,31,18
1639348867.84392,50,31,-26,32,20
1639348867.87517,48,29,-26,30,19
1639348868.03143,51,31,-26,32,19
1639348868.21894,50,31,-26,32,20
1639348868.31269,50,31,-25,32,20
1639348868.40645,48,34,-27,32,20
1639348868.59396,51,27,-21,30,18
1639348868.65646,57,31,-24,34,19
1639348868.78147,51,29,-26,31,19
1639348868.96897,50,35,-28,33,20
1639348869.03148,53,32,-20,33,19
1639348869.15648,47,32,-21,31,20
1639348869.18773,43,31,-24,29,19
1639348869.34399,55,37,-14,36,21
1639348869.5315,50,30,-20,31,19
1639348869.594,47,26,-23,29,18
1639348869.71901,74,4,-2,30,13
1639348869.90652,60,23,-17,32,17
1639348869.96902,53,30,-19,32,19
1639348870.09403,53,30,-18,32,19
1639348870.28153,59,22,-19,32,17
1639348870.34404,52,25,-21,30,18
1639348870.46904,53,28,-17,32,19
1639348870.65655,54,30,-20,33,19
1639348870.71906,52,30,-22,32,19
1639348870.84406,53,31,-13,33,19
1639348871.03157,60,25,-10,33,18
1639348871.06282,57,29,-16,34,19
1639348871.21908,50,27,-23,30,18
1639348871.40659,56,22,-22,30,17
1639348871.43784,54,22,-25,30,17
1639348871.5941,55,20,-23,29,17
1639348871.7816,54,29,-20,32,18
1639348871.81286,57,35,-12,36,20
1639348871.96911,50,36,-17,34,21
1639348872.15662,52,36,-16,34,20
1639348872.21912,50,32,-16,32,20
1639348872.34413,51,28,-15,31,19
1639348872.53164,50,37,-14,34,21
1639348872.56289,52,34,-11,34,20
1639348872.71915,51,35,-13,34,20
1639348872.90666,49,38,-11,34,21
1639348872.96916,57,34,-11,36,20
1639348873.09417,38,19,-16,22,16
1639348873.12542,42,23,-12,25,17
1639348873.28167,72,37,3,43,19
1639348873.46918,28,51,-3,40,31
1639348873.53169,17,36,0,28,24
1639348873.65669,30,52,0,41,31
1639348873.8442,10,47,10,37,34
1639348873.96921,11,58,10,45,41
1639348874.03171,-1,71,4,55,55
1639348874.21922,-7,47,17,35,37
1639348874.25047,-21,46,1,30,36
1639348874.40673,-47,56,-6,28,44
1639348874.59423,88,96,23,75,23
1639348874.62549,13,54,-20,42,38
1639348874.78174,-61,12,7,15,29
1639348874.96925,-29,29,2,18,23
1639348875.0005,-27,62,2,38,48
1639348875.15676,9,67,0,52,48
1639348875.34427,-18,18,5,12,14
1639348875.37552,-30,38,1,23,30
1639348875.53178,6,35,3,27,26
1639348875.71929,27,75,-14,59,47
1639348875.78179,13,52,-10,41,37
1639348875.9068,20,44,-23,34,29
1639348876.0943,30,59,-21,46,35
1639348876.28181,28,53,-12,41,32
1639348876.31306,40,54,-12,42,29
1639348876.46932,25,48,-16,38,31
1639348876.65683,29,55,-15,43,33
1639348876.68808,30,52,-16,41,31
1639348876.84434,33,49,-14,38,28
1639348877.03185,37,48,-15,38,27
1639348877.0631,39,43,-15,34,24
1639348877.21936,45,43,-4,34,22
1639348877.40686,43,44,-14,34,23
1639348877.46937,36,40,-12,31,22
1639348877.59437,36,37,-6,29,21
1639348877.62562,33,38,-7,30,22
1639348877.78188,35,63,-10,49,36
1639348877.96939,35,42,-8,33,24
1639348878.1569,34,44,-8,34,25
1639348878.25065,20,55,-18,43,36
1639348878.34441,46,61,-3,48,31
1639348878.53192,28,47,-11,37,29
1639348878.56317,31,49,-13,38,29
1639348878.71943,29,52,-10,41,32
1639348878.90693,31,49,-12,38,29
1639348878.93819,33,51,-14,40,30
1639348879.09444,36,45,-6,35,25
1639348879.28195,29,57,-13,45,35
1639348879.34445,30,47,-9,37,28
1639348879.46946,38,40,-16,31,22
1639348879.65697,19,57,-10,45,38
1639348879.68822,29,41,-18,32,25
1639348879.84448,41,53,3,41,28
1639348880.03199,41,71,-27,55,37
1639348880.06324,57,44,-5,39,22
1639348880.2195,26,61,-29,48,38
1639348880.407,48,70,-17,55,34
1639348880.43826,25,75,-46,59,48
1639348880.59451,30,40,-14,31,24
1639348880.78202,37,53,-27,41,29
1639348880.81327,33,45,-29,35,26
1639348880.96953,21,52,-29,41,34
1639348881.15704,28,49,-26,38,30
1639348881.21954,27,51,-26,40,32
1639348881.34455,26,44,-25,34,27
1639348881.53206,29,65,-21,51,39
1639348881.56331,28,72,-26,56,44
1639348881.71956,21,50,-19,39,32
1639348881.90707,21,49,-20,38,32
1639348881.93832,18,47,-24,37,32
1639348882.09458,27,61,-23,48,38
1639348882.28209,20,43,-31,34,29
1639348882.34459,24,57,-23,45,36
1639348882.4696,28,60,-12,47,37
1639348882.65711,24,59,-16,46,37
1639348882.71961,30,51,-5,40,31
1639348882.84462,28,58,4,45,35
1639348883.03213,17,45,20,35,30
1639348883.06338,4,38,11,30,29
1639348883.21963,8,43,31,34,32
1639348883.40714,27,44,35,34,27
1639348883.46965,30,39,14,30,23
1639348883.59465,30,31,33,24,18
1639348883.78216,23,54,29,42,35
1639348883.84466,32,45,32,35,26
1639348883.96967,20,44,22,34,29
1639348884.15718,32,37,36,29,22
1639348884.18843,35,39,41,30,22
1639348884.34469,33,42,32,33,25
1639348884.53219,11,44,41,34,31
1639348884.56345,19,53,51,41,35
1639348884.7197,33,43,45,34,25
1639348884.90721,15,46,38,36,32
1639348884.93846,18,48,23,38,33
1639348885.09472,24,49,7,38,31
1639348885.28223,28,53,19,41,32
1639348885.34473,15,62,0,48,42
1639348885.46974,17,60,10,47,41
1639348885.65725,28,39,-7,30,24
1639348885.6885,42,40,-3,32,22
1639348885.84476,45,22,-6,26,17
1639348886.03226,68,8,3,30,14
1639348886.06352,62,11,0,29,15
1639348886.21977,74,17,-8,36,15
1639348886.40728,70,22,-4,36,16
1639348886.43853,71,11,-4,32,14
1639348886.59479,51,-5,-17,-22,-13
1639348886.62604,68,-13,-20,-32,-15
1639348886.7823,65,-7,-15,-28,-14
1639348886.96981,60,-5,-17,-25,-13
1639348887.00106,52,-19,-20,-28,-17
1639348887.15732,68,6,-9,29,14
1639348887.34482,40,37,-20,30,21
1639348887.37608,50,36,-18,34,21
1639348887.53233,48,31,-26,31,19
1639348887.71984,46,29,-26,29,19
1639348887.75109,48,33,-24,32,20
1639348887.90735,51,23,-27,29,17
1639348888.09486,51,13,-29,25,15
1639348888.12611,45,12,-31,22,14
1639348888.28237,54,28,-27,32,18
1639348888.46988,53,18,-28,28,16
1639348888.50113,53,23,-28,30,18
1639348888.65739,47,24,-31,28,18
1639348888.84489,50,23,-29,29,18
1639348888.9074,47,33,-29,31,20
1639348889.0324,46,29,-29,29,19
1639348889.21991,50,26,-34,30,18
1639348889.25116,50,28,-32,30,18
1639348889.40742,47,22,-32,27,17
1639348889.59493,46,23,-35,27,17
1639348889.62618,53,18,-33,28,16
1639348889.78244,51,20,-33,28,17
1639348889.96995,51,17,-33,27,16
1639348890.0012,56,15,-28,28,16
1639348890.15745,54,16,-34,27,16
1639348890.18871,51,14,-32,25,15
1639348890.34496,58,13,-31,28,15
1639348890.53247,55,14,-32,27,15
1639348890.56372,54,10,-32,25,14
1639348890.71998,54,10,-35,25,14
1639348890.90749,50,3,-34,21,13
1639348890.93874,58,9,-30,26,14
1639348891.095,57,2,-32,23,13
1639348891.28251,54,-10,-38,-25,-14
1639348891.31376,54,-9,-35,-25,-14
1639348891.47002,52,5,-34,22,13
1639348891.65752,50,7,-36,22,13
1639348891.68878,56,11,-34,26,15
1639348891.84503,50,12,-40,24,15
1639348892.03254,49,20,-41,27,17
1639348892.06379,47,18,-40,25,16
1639348892.22005,42,20,-43,24,16
1639348892.40756,42,25,-43,26,17
1639348892.43881,40,25,-44,25,17
1639348892.59507,37,28,-43,25,18
1639348892.78258,35,31,-42,26,19
1639348892.81383,35,32,-42,26,19
1639348892.97009,35,33,-43,27,20
1639348893.15759,36,33,-42,27,19
1639348893.3451,35,30,-41,25,18
1639348893.37635,35,33,-41,27,20
1639348893.53261,35,32,-41,26,19
1639348893.72012,35,32,-45,26,19
1639348893.75137,37,27,-44,25,18
1639348893.90763,36,29,-44,25,18
1639348894.09514,37,31,-39,27,19
1639348894.12639,34,30,-43,25,18
1639348894.28265,35,34,-44,27,20
1639348894.47015,19,48,-41,38,32
1639348894.50141,23,43,-38,34,28
1639348894.65766,33,52,-32,41,31
1639348894.84517,17,47,-30,37,32
1639348894.87642,18,51,-30,40,34
1639348895.03268,20,51,-29,40,34
1639348895.22019,21,50,-28,39,32
1639348895.25144,22,53,-29,41,34
1639348895.4077,19,52,-32,41,35
1639348895.59521,24,48,-33,38,31
1639348895.65771,22,50,-32,39,32
1639348895.78272,20,47,-35,37,31
1639348895.97022,24,48,-34,38,31
1639348896.15773,22,48,-34,38,31
1639348896.18898,20,49,-33,38,32
1639348896.34524,23,47,-34,37,30
1639348896.53275,23,58,-30,45,37
1639348896.564,12,52,-34,41,37
1639348896.72026,20,62,-13,48,41
1639348896.90777,0,54,-19,42,42
1639348896.93902,-1,59,-17,46,46
1639348897.09528,3,59,-14,46,45
1639348897.28278,3,61,-8,48,47
1639348897.34529,-1,56,-10,44,44
1639348897.47029,14,53,-6,41,36
1639348897.6578,0,60,-6,47,47
1639348897.68905,4,61,-5,48,46
1639348897.84531,7,68,-12,53,50
1639348898.03282,8,58,-10,45,42
1639348898.06407,-1,49,-19,38,38
1639348898.22033,4,50,-22,39,38
1639348898.40784,12,59,-16,46,42
1639348898.43909,15,61,-16,48,42
1639348898.59535,4,54,-22,42,41
1639348898.78285,-4,56,-22,43,44
1639348898.81411,2,65,-16,51,50
1639348898.97036,-11,63,-13,45,49
1639348899.15787,-41,56,-8,30,44
1639348899.18912,-42,57,-7,30,45
1639348899.34538,-45,46,-9,23,36
1639348899.53289,-42,41,-10,22,32
1639348899.59539,-42,47,-9,25,37
1639348899.7204,-45,44,-10,23,35
1639348899.90791,-44,40,-9,22,33
1639348899.93916,-44,41,-11,22,33
1639348900.09542,-47,40,-9,22,34
1639348900.28292,-48,40,-9,21,34
1639348900.31418,-46,42,-9,22,34
1639348900.47043,-45,54,-7,27,42
1639348900.65794,-28,58,-4,35,45
1639348900.68919,-16,50,-1,34,39
1639348900.84545,5,58,-1,45,43
1639348901.03296,-6,64,5,48,50
1639348901.09546,4,72,11,56,54
1639348901.22047,22,33,4,26,22
1639348901.40798,77,52,6,50,20
1639348901.43923,71,46,15,46,20
1639348901.59548,56,28,-41,33,19
1639348901.78299,30,117,-30,91,70
1639348901.81424,40,73,-36,57,39
1639348901.9705,-4,84,-1,64,66
1639348902.15801,11,-10,45,-8,-7
1639348902.18926,6,-26,54,-20,-19
1639348902.34552,-7,-9,50,-7,-7
1639348902.53303,25,-17,75,-16,-13
1639348902.56428,11,-26,60,-20,-18
1639348902.72054,20,-45,44,-35,-30
1639348902.90805,26,-13,59,-15,-12
1639348902.9393,27,-18,63,-18,-14
1639348903.09555,1,-31,50,-24,-24
1639348903.28306,4,-9,42,-7,-7
1639348903.31431,3,-13,47,-10,-10
1639348903.47057,-9,14,33,10,11
1639348903.65808,15,29,72,23,20
1639348903.68933,-1,36,64,28,28
1639348903.84559,-1,20,62,16,16
1639348904.0331,36,67,80,52,37
1639348904.06435,23,89,47,70,58
1639348904.22061,-19,38,41,26,30
1639348904.40811,-10,45,50,32,35
1639348904.43937,-14,53,49,36,41
1639348904.59562,-13,45,38,32,35
1639348904.78313,-18,47,32,32,37
1639348904.81438,-10,48,37,35,38
1639348904.97064,-11,43,35,31,34
1639348905.15815,-18,56,27,38,44
1639348905.1894,-21,57,34,38,45
1639348905.34566,-18,54,32,36,42
1639348905.53317,-17,54,22,36,42
1639348905.56442,-20,65,18,43,51
1639348905.72068,-39,36,31,20,29
1639348905.90818,12,67,42,52,47
1639348905.93944,-9,27,17,19,21
1639348906.09569,-4,41,19,31,32
1639348906.2832,-26,46,55,29,36
1639348906.31445,-21,49,47,32,38
1639348906.47071,-28,45,70,27,35
1639348906.53321,-35,24,25,17,23
1639348906.65822,-22,-9,64,-10,-12
1639348906.84573,1,-24,58,-19,-19
1639348906.87698,6,-7,63,-5,-5
1639348907.03324,-16,-6,70,-8,-9
1639348907.22075,-2,25,62,20,20
1639348907.252,-17,27,56,18,21
1639348907.40825,11,21,66,16,15
1639348907.47076,3,32,46,25,24
1639348907.59576,-19,46,54,31,36
1639348907.78327,-2,7,53,5,5
1639348907.81452,-6,14,49,11,11
1639348907.97078,-22,24,52,16,19
1639348908.15829,-22,46,46,30,36
1639348908.22079,5,28,55,22,21
1639348908.3458,-6,47,54,35,37
1639348908.53331,-1,26,59,20,20
1639348908.56456,-7,21,57,15,16
1639348908.72081,-1,24,61,19,19
1639348908.90832,1,21,66,16,16
1639348908.97083,-8,25,55,19,20
1639348909.09583,-8,29,58,22,23
1639348909.28334,-5,22,59,16,17
1639348909.31459,-11,28,57,20,22
1639348909.47085,-6,24,60,18,19
1639348909.65836,-5,22,59,16,17
1639348909.68961,-3,18,57,14,14
1639348909.84587,-10,35,56,25,27
1639348910.03338,1,24,59,19,19
1639348910.06463,3,22,60,17,17
1639348910.22088,-2,23,59,18,18
1639348910.40839,-3,22,53,17,17
1639348910.43964,-3,29,59,22,23
1639348910.5959,2,24,56,19,19
1639348910.78341,4,25,57,20,19
1639348910.81466,6,18,59,14,13
1639348910.97092,-8,24,59,18,19
1639348911.15843,-1,12,61,9,9
1639348911.22093,5,23,67,18,17
1639348911.34594,8,5,62,5,5
1639348911.53344,7,16,63,12,11
1639348911.5647,3,5,64,4,4
1639348911.72095,16,11,64,11,10
1639348911.90846,16,1,69,7,6
1639348911.93971,7,1,59,3,3
1639348912.09597,3,-7,51,-5,-5
1639348912.28348,9,19,42,15,14
1639348912.34598,11,22,39,17,16
1639348912.47099,11,42,52,33,30
1639348912.6585,13,38,57,30,27
1639348912.68975,10,40,57,31,29
1639348912.84601,12,45,61,35,32
1639348913.03351,12,31,48,24,22
1639348913.22102,10,22,43,17,16
1639348913.25227,15,29,37,23,20
1639348913.40853,22,34,57,27,22
1639348913.59604,-10,29,58,21,23
1639348913.62729,7,50,44,39,37
1639348913.78355,4,61,32,48,46
1639348913.97106,-12,50,37,35,39
1639348914.00231,-5,56,22,42,44
1639348914.15857,-6,52,22,39,41
1639348914.34607,-5,55,22,41,43
1639348914.37733,-2,57,22,44,45
1639348914.53358,-1,57,18,45,45
1639348914.72109,-3,54,18,41,42
1639348914.75234,-9,68,14,49,53
1639348914.9086,-1,58,17,45,45
1639348915.09611,-2,62,12,47,48
1639348915.12736,1,61,9,48,48
1639348915.28362,1,60,8,47,47
1639348915.31487,1,60,8,47,47
1639348915.47113,0,60,8,47,47
1639348915.65864,0,60,8,47,47
1639348915.68989,0,60,8,47,47
1639348915.84614,0,60,8,47,47
1639348916.03365,1,60,8,47,47
1639348916.09616,0,60,8,47,47
1639348916.22116,0,60,8,47,47
1639348916.40867,0,60,8,47,47
1639348916.43992,0,60,8,47,47
1639348916.59618,0,60,8,47,47
1639348916.78369,0,60,8,47,47
1639348916.81494,0,60,8,47,47
1639348916.9712,0,60,8,47,47
1639348917.15871,0,60,8,47,47
1639348917.18996,0,60,8,47,47
1639348917.34621,0,60,8,47,47
1639348917.53372,0,60,8,47,47
1639348917.56497,1,60,8,47,47
1639348917.72123,0,60,8,47,47
1639348917.90874,1,60,9,47,47
1639348917.93999,1,60,8,47,47
1639348918.09625,0,60,8,47,47
1639348918.28376,0,60,8,47,47
1639348918.31501,0,60,8,47,47
1639348918.47127,0,60,8,47,47
1639348918.65877,0,60,8,47,47
1639348918.69003,0,60,8,47,47
1639348918.84628,0,60,8,47,47
1639348918.87753,0,60,8,47,47
1639348919.03379,0,59,8,46,46
1639348919.2213,1,60,8,47,47
1639348919.25255,1,60,8,47,47
1639348919.40881,0,60,8,47,47
1639348919.59632,0,60,8,47,47
1639348919.62757,0,59,8,46,46
1639348919.78383,0,60,8,47,47
1639348919.97134,0,60,8,47,47
1639348920.00259,0,60,8,47,47
1639348920.15884,0,60,8,47,47
1639348920.34635,0,60,9,47,47
1639348920.3776,1,60,8,47,47
1639348920.53386,0,60,8,47,47
1639348920.72137,0,60,8,47,47
1639348920.75262,0,59,9,46,46
1639348920.90888,0,60,8,47,47
1639348920.94013,0,60,9,47,47
1639348921.09639,0,60,8,47,47
1639348921.2839,0,60,8,47,47
1639348921.3464,0,60,8,47,47
1639348921.4714,0,60,8,47,47
1639348921.65891,0,59,8,46,46
1639348921.69017,0,60,8,47,47
1639348923.34649,0,60,8,47,47
1639348923.534,1,60,8,47,47
1639348923.56525,0,60,8,47,47
1639348923.72151,0,60,8,47,47
1639348923.90902,0,60,8,47,47
1639348923.94027,0,60,8,47,47
1639348924.09653,0,60,8,47,47
